673	UGVSW	10	2828
674	MCFRB	20	3052
675	NICDL	30	3569
676	BNKSD	20	7975
677	QGWYN	20	7786
678	POLOQ	30	6905
679	LDXED	20	6232
680	EJNST	20	7473
681	ETQLP	20	3984
682	MEPBD	20	1824
683	HBUXN	10	6333
684	ZHFZB	30	8649
685	XBOUV	20	4179
686	JPMND	30	8549
687	ZIQAI	30	3504
688	IRIKB	10	1255
689	FBZDX	20	3449
690	XJRFJ	30	7272
691	BHFZE	30	4654
692	LPCHF	20	2372
693	CXXZE	30	2742
694	HJFBH	20	2787
695	EECAY	20	1174
696	OEGNA	30	1177
697	PMSYI	20	1269
698	LVOOD	10	8982
699	GEJKF	30	9411
700	QBHZK	10	3459
701	DLHZG	30	6920
702	ETIVK	30	9430
703	HJYOQ	20	9132
704	RAIPO	20	7218
705	RPBRD	30	5773
706	VSMHX	10	7588
707	XRDYU	20	3734
708	VMKEO	20	2782
709	RHRWJ	30	8654
710	DYXUD	30	5778
711	ELEEV	30	9835
712	WBOSH	20	4121
713	MVJTX	10	9372
714	PNVDL	20	6721
715	BKYGD	20	6122
716	FXLMA	10	6324
717	CTRJR	20	9265
718	ZIHQY	30	2846
719	FCSJO	20	1810
720	WSICQ	20	3377
721	LFECI	10	2503
722	ANQPW	20	2971
723	TTMIY	20	4067
724	ISSIY	30	2839
725	VJRXD	30	7577
726	TWRXR	20	6650
727	ZSEBI	20	4499
728	WGIAN	10	5058
729	EVHJM	10	3380
730	OVNRD	30	8436
731	WKDYP	20	5074
732	HXDTI	20	1322
733	QCEXZ	30	7955
734	EESTC	10	5344
735	BDTBB	10	2074
736	THFSF	10	5692
737	SKOMW	20	7045
738	GHROO	30	2176
739	AFYYT	20	2343
740	VBDMZ	20	5108
741	NEXLD	20	8627
742	YNTGG	20	1638
743	GPOSK	30	3103
744	PJCSB	10	1708
745	RSCMA	30	5987
746	LMFMS	20	8732
747	UAITC	20	5781
748	DPRID	30	4597
749	QYUJP	10	2539
750	VQWFN	20	6729
751	OEXQM	20	1695
752	NTWIS	30	1067
753	AFBNY	30	3795
754	EEQIQ	30	1871
755	UKCIZ	20	3554
756	HIMLD	30	8262
757	GXQGO	30	8523
758	USNYA	20	3266
759	LVGFE	20	2407
760	QLAKK	20	4236
761	GJSGW	10	8428
762	MCRZV	10	8700
763	TRZGW	10	8253
764	NMJNP	10	8284
765	CRPVV	30	2319
766	GAUWC	10	6995
767	SZJHZ	20	9658
768	MDUKA	30	2397
769	SDBYI	30	7128
770	IUCUH	20	7948
771	HERFZ	10	2398
772	RQIMY	10	4741
773	XCBXO	30	2797
774	PFFOT	20	7329
775	BZQAS	10	4022
776	NBNPT	30	8204
777	BEOAZ	20	5567
778	KZRJL	10	1582
779	MDNMI	30	9186
780	DJLSY	20	9343
781	KJJRV	10	2836
782	OYWMK	10	2971
783	LRIJS	10	9324
784	NBLUQ	10	2258
785	LAIUB	20	5368
786	ERBGU	20	9802
787	SYAJK	30	3589
788	XZJLC	10	5582
789	NJLIJ	30	7119
790	PLSBS	30	7608
791	MYSZY	20	8109
792	HRMML	20	2010
793	FIGXY	30	7609
794	CLKNE	30	5288
795	LAFUU	20	8295
796	XZLOF	20	8014
797	EHHKL	10	3440
798	CBOEO	20	8115
799	NLZXN	10	1127
800	BVWXW	30	5561
801	LEZAN	20	8978
802	PESIP	20	7116
803	RHHUJ	30	8105
804	DLFHD	10	5587
805	XUTQA	10	1311
806	XTZCK	20	4512
807	JIDUO	30	1798
808	JDURS	10	8487
809	YLCYQ	20	8726
810	DPLZN	20	4499
811	VYKOV	10	1445
812	UCDOO	20	6455
813	ATTNS	30	9625
814	MBYKP	20	7118
815	KIFNN	20	4692
816	JLLGF	10	6755
817	KFIUJ	30	7306
818	QJJES	20	7374
819	QVQFJ	10	8634
820	IYNCC	30	3411
821	RODAI	10	1674
822	RSMCG	20	1270
823	HGLTN	10	5626
824	OVHWH	30	4936
825	QRFVT	30	2221
826	YJWQO	10	1085
827	KUUUX	20	9014
828	PGPDW	10	3971
829	WYVMD	20	3268
830	UZVLE	20	8162
831	CZPEY	30	3085
832	XGAGE	20	5069
833	XMZKH	30	1215
834	HLQBR	30	7899
835	UWNTK	20	8626
836	IJZQN	30	6173
837	KMJCC	10	6381
838	MHGWB	20	3750
839	IAZTE	30	8099
840	IWKHQ	10	6071
841	POQZR	30	8195
842	EJQAD	10	6447
843	YLOUI	10	2858
844	YKAVE	30	2457
845	BCFJK	20	4454
846	AJOPQ	10	8161
847	GMQEN	20	9635
848	GDXCP	20	5976
849	DRAUO	30	2269
850	WLKWL	30	3456
851	UABGG	20	7587
852	APLDR	20	7176
853	SSRKR	10	6855
854	LZDLZ	30	2178
855	WKLBH	10	8361
856	DGDFV	20	6434
857	GBFTA	10	8509
858	XMRCC	20	2974
859	ZXGEP	10	9004
860	TRDRC	20	4704
861	WMGWH	30	7901
862	PVLCU	30	4238
863	HKNFU	20	6537
864	KVTYM	20	6531
865	FEPPP	20	9595
866	EQVVO	20	7791
867	EMOYA	10	3566
868	LXYRF	10	9269
869	YUQTW	10	9997
870	HAVYL	10	1135
871	PYNDE	20	7160
872	IEUPH	10	2194
873	KIJWS	20	1218
874	YEDYO	20	2590
875	JSMSS	30	1149
876	NRJFW	30	3840
877	PTOSW	10	3430
878	OBATR	30	3861
879	OFPPO	10	9806
880	OLBLK	10	5422
881	IMUNW	20	9694
882	USNNH	30	5235
883	KFQCT	20	7365
884	LYKJW	10	6194
885	CVVHJ	30	9539
886	JNIZB	30	7800
887	PZQXE	20	8847
888	OYXVP	20	4348
889	PIISO	10	9422
890	PVVWM	20	4033
891	PUUQC	20	3974
892	FDALH	20	6896
893	GPRSQ	10	2215
894	TGWZO	10	3810
895	MUKTH	20	7166
896	CCITF	20	6801
897	HWLRN	10	7139
898	PUVPE	30	1258
899	SXVHZ	10	9289
900	WQBQM	20	1360
901	QYWTS	10	4401
902	SZEOG	10	5640
903	QJGGR	20	1129
904	DJVUK	20	6466
905	ZLQSD	20	4175
906	NBIWL	20	9163
907	OLLNW	10	1777
908	MWCEU	30	1312
909	FWESN	30	7710
910	TDJAW	30	5312
911	CEOMU	20	4865
912	TWYVP	20	3666
913	SWUOY	10	6495
914	MESPP	10	1773
915	KPOMI	10	2036
916	IOSNS	10	3364
917	JENBJ	20	4938
918	QLTWD	20	1938
919	RDRKD	20	8663
920	SKNWB	10	3242
921	GKAGP	20	7891
922	GZGFB	30	6328
923	XMZPK	30	6296
924	CYYVS	20	5304
925	RAJVM	30	5472
926	OEJLA	30	3210
927	JZINA	30	6808
928	LNKQU	10	3577
929	UFJBM	30	5297
930	LMUYE	30	2264
931	ICIXG	30	2127
932	RKEHK	30	7297
933	JPLCV	20	6405
934	YKBAB	10	9595
935	TOIHF	20	9859
936	DWJDG	30	3933
937	QWVAE	30	8574
938	FWLQM	20	3803
939	GKJHV	20	7876
940	JXSAZ	10	5022
941	TTTQH	20	5538
942	KEHSF	10	5917
943	DNAPI	20	9526
944	CKUOA	20	7822
945	VCMSY	10	9438
946	USBHE	20	4960
947	BHMHN	20	5652
948	YJCOZ	10	4387
949	LGDME	10	3928
950	QUKNG	30	1278
951	XETYQ	30	3045
952	CBEUE	10	7241
953	FWRMY	20	2143
954	AYNEM	20	9152
955	TJKZR	10	9806
956	XYEGN	30	8387
957	PGRFW	10	3506
958	XUZIJ	30	8131
959	KSXUH	20	3628
960	MBPTO	10	7345
961	RCSXN	10	2723
962	LXYXW	30	8527
963	OPQTY	10	6556
964	DHHND	20	3084
965	POQWB	30	4991
966	CTLFC	20	9791
967	DKIVW	30	9769
968	KESKN	10	8773
969	VLNDE	10	1236
970	OCHKM	10	5762
971	RJJCZ	30	9209
972	BQPNA	20	6326
973	GVHMN	10	5181
974	CUWMF	30	2184
975	ILJTO	30	1771
976	UPWCQ	20	4496
977	GFSCG	10	7414
978	QDUIL	10	7617
979	FXBSQ	10	9009
980	PNVUD	10	4603
981	FBIMD	30	9472
982	CFGIK	20	1912
983	SXYJR	10	8614
984	KZQWE	30	7123
985	TVDEV	20	6409
986	TSTHU	20	6637
987	KFKHR	20	8884
988	YUYBN	10	7774
989	LHKDB	30	1018
990	PESOS	30	6128
991	HOHCS	30	2245
992	QYRNX	30	2163
993	QZIEZ	20	7076
994	WTAQJ	20	6513
995	ARSWQ	20	9612
996	WVGBM	30	4966
997	RNXWX	20	2680
998	YXCOQ	20	2917
999	NMHNV	30	5031
1000	IUHAD	30	5040
